,count,tract,date
7900,221,48201222100,2021-01-26
7901,160,48201222200,2021-01-26
7902,188,48201222300,2021-01-26
7903,97,48201222401,2021-01-26
7904,188,48201222402,2021-01-26
7905,65,48201222501,2021-01-26
7906,172,48201222502,2021-01-26
7907,153,48201222503,2021-01-26
7908,147,48201222600,2021-01-26
7909,206,48201222700,2021-01-26
7910,103,48201222800,2021-01-26
7911,307,48201222900,2021-01-26
7912,107,48201223001,2021-01-26
7913,340,48201223002,2021-01-26
7914,115,48201223100,2021-01-26
7915,70,48201230100,2021-01-26
7916,214,48201230200,2021-01-26
7917,75,48201230300,2021-01-26
7918,119,48201230400,2021-01-26
7919,220,48201230500,2021-01-26
7920,96,48201230600,2021-01-26
7921,113,48201230700,2021-01-26
7922,98,48201230800,2021-01-26
7923,253,48201230900,2021-01-26
7924,132,48201231000,2021-01-26
7925,221,48201231100,2021-01-26
7926,246,48201231200,2021-01-26
7927,168,48201231300,2021-01-26
7928,143,48201231400,2021-01-26
7929,98,48201231500,2021-01-26
7930,159,48201231600,2021-01-26
7931,122,48201231700,2021-01-26
7932,113,48201231800,2021-01-26
7933,180,48201231900,2021-01-26
7934,160,48201232000,2021-01-26
7935,115,48201232100,2021-01-26
7936,551,48201232200,2021-01-26
7937,558,48201232301,2021-01-26
7938,688,48201232302,2021-01-26
7939,405,48201232401,2021-01-26
7940,164,48201232402,2021-01-26
7941,217,48201232403,2021-01-26
7942,134,48201232500,2021-01-26
7943,135,48201232600,2021-01-26
7944,254,48201232701,2021-01-26
7945,168,48201232702,2021-01-26
7946,192,48201232800,2021-01-26
7947,338,48201232900,2021-01-26
7948,223,48201233001,2021-01-26
7949,142,48201233002,2021-01-26
7950,141,48201233003,2021-01-26
7951,291,48201233101,2021-01-26
7952,269,48201233102,2021-01-26
7953,133,48201233103,2021-01-26
7954,265,48201233200,2021-01-26
7955,160,48201233300,2021-01-26
7956,82,48201233400,2021-01-26
7957,266,48201233500,2021-01-26
7958,111,48201233600,2021-01-26
7959,212,48201233701,2021-01-26
7960,102,48201233702,2021-01-26
7961,95,48201233703,2021-01-26
7962,103,48201240100,2021-01-26
7963,322,48201240400,2021-01-26
7964,161,48201240501,2021-01-26
7965,172,48201240502,2021-01-26
7966,61,48201240600,2021-01-26
7967,709,48201240701,2021-01-26
7968,735,48201240702,2021-01-26
7969,141,48201240801,2021-01-26
7970,288,48201240802,2021-01-26
7971,571,48201240901,2021-01-26
7972,581,48201240902,2021-01-26
7973,457,48201241000,2021-01-26
7974,322,48201241101,2021-01-26
7975,805,48201241102,2021-01-26
7976,214,48201241103,2021-01-26
7977,460,48201241200,2021-01-26
7978,504,48201241300,2021-01-26
7979,435,48201241400,2021-01-26
7980,381,48201241500,2021-01-26
7981,541,48201250100,2021-01-26
7982,414,48201250200,2021-01-26
7983,563,48201250301,2021-01-26
7984,736,48201250302,2021-01-26
7985,926,48201250401,2021-01-26
7986,1889,48201250402,2021-01-26
7987,320,48201250500,2021-01-26
7988,382,48201250600,2021-01-26
7989,431,48201250701,2021-01-26
7990,460,48201250702,2021-01-26
7991,601,48201250800,2021-01-26
7992,699,48201250900,2021-01-26
7993,189,48201251000,2021-01-26
7994,516,48201251100,2021-01-26
7995,375,48201251200,2021-01-26
7996,361,48201251300,2021-01-26
7997,202,48201251401,2021-01-26
7998,406,48201251402,2021-01-26
7999,445,48201251501,2021-01-26
8000,657,48201251502,2021-01-26
8001,138,48201251503,2021-01-26
8002,840,48201251600,2021-01-26
8003,734,48201251700,2021-01-26
8004,284,48201251800,2021-01-26
8005,1006,48201251901,2021-01-26
8006,661,48201251902,2021-01-26
8007,1309,48201252000,2021-01-26
8008,188,48201252100,2021-01-26
8009,609,48201252200,2021-01-26
8010,501,48201252301,2021-01-26
8011,914,48201252302,2021-01-26
8012,358,48201252400,2021-01-26
8013,278,48201252500,2021-01-26
8014,328,48201252600,2021-01-26
8015,259,48201252700,2021-01-26
8016,396,48201252800,2021-01-26
8017,663,48201252900,2021-01-26
8018,191,48201253000,2021-01-26
8019,777,48201253100,2021-01-26
8020,646,48201253200,2021-01-26
8021,278,48201253300,2021-01-26
8022,58,48201253400,2021-01-26
8023,488,48201253500,2021-01-26
8024,405,48201253600,2021-01-26
8025,324,48201253700,2021-01-26
8026,399,48201253800,2021-01-26
8027,279,48201253900,2021-01-26
8028,211,48201254000,2021-01-26
8029,204,48201254100,2021-01-26
8030,138,48201254200,2021-01-26
8031,304,48201254300,2021-01-26
8032,126,48201254400,2021-01-26
8033,98,48201254500,2021-01-26
8034,203,48201254600,2021-01-26
8035,125,48201254700,2021-01-26
8036,135,48201310100,2021-01-26
8037,36,48201310200,2021-01-26
8038,123,48201310300,2021-01-26
8039,90,48201310400,2021-01-26
8040,154,48201310500,2021-01-26
8041,141,48201310600,2021-01-26
8042,155,48201310700,2021-01-26
8043,88,48201310800,2021-01-26
8044,132,48201310900,2021-01-26
8045,176,48201311000,2021-01-26
8046,180,48201311100,2021-01-26
8047,154,48201311200,2021-01-26
8048,178,48201311300,2021-01-26
8049,73,48201311400,2021-01-26
8050,184,48201311500,2021-01-26
8051,84,48201311600,2021-01-26
8052,173,48201311700,2021-01-26
8053,105,48201311800,2021-01-26
8054,78,48201311900,2021-01-26
8055,102,48201312000,2021-01-26
8056,25,48201312100,2021-01-26
8057,42,48201312200,2021-01-26
8058,91,48201312300,2021-01-26
8059,30,48201312400,2021-01-26
8060,61,48201312500,2021-01-26
8061,107,48201312600,2021-01-26
8062,49,48201312700,2021-01-26
8063,46,48201312800,2021-01-26
8064,115,48201312900,2021-01-26
8065,71,48201313000,2021-01-26
8066,178,48201313100,2021-01-26
8067,146,48201313200,2021-01-26
8068,94,48201313300,2021-01-26
8069,107,48201313400,2021-01-26
8070,80,48201313500,2021-01-26
8071,94,48201313600,2021-01-26
8072,60,48201313700,2021-01-26
8073,137,48201313800,2021-01-26
8074,142,48201313900,2021-01-26
8075,70,48201314001,2021-01-26
8076,136,48201314002,2021-01-26
8077,143,48201314300,2021-01-26
8078,123,48201314400,2021-01-26
8079,97,48201320100,2021-01-26
8080,187,48201320200,2021-01-26
8081,190,48201320500,2021-01-26
8082,64,48201320601,2021-01-26
8083,174,48201320602,2021-01-26
8084,166,48201320700,2021-01-26
8085,192,48201320800,2021-01-26
8086,273,48201320900,2021-01-26
8087,437,48201321000,2021-01-26
8088,287,48201321100,2021-01-26
8089,148,48201321200,2021-01-26
8090,237,48201321300,2021-01-26
8091,132,48201321401,2021-01-26
8092,160,48201321402,2021-01-26
8093,91,48201321500,2021-01-26
8094,350,48201321600,2021-01-26
8095,129,48201321700,2021-01-26
8096,148,48201321800,2021-01-26
8097,284,48201321900,2021-01-26
8098,144,48201322000,2021-01-26
8099,164,48201322100,2021-01-26
8100,70,48201322200,2021-01-26
8101,378,48201322600,2021-01-26
8102,470,48201322700,2021-01-26
8103,265,48201322800,2021-01-26
8104,174,48201322900,2021-01-26
8105,180,48201323000,2021-01-26
8106,169,48201323100,2021-01-26
8107,265,48201323200,2021-01-26
8108,150,48201323300,2021-01-26
8109,428,48201323400,2021-01-26
8110,237,48201323500,2021-01-26
8111,444,48201323600,2021-01-26
8112,239,48201323701,2021-01-26
8113,198,48201323702,2021-01-26
8114,197,48201323801,2021-01-26
8115,269,48201323802,2021-01-26
8116,186,48201323900,2021-01-26
8117,261,48201324000,2021-01-26
8118,253,48201324100,2021-01-26
8119,46,48201324200,2021-01-26
8120,176,48201330100,2021-01-26
8121,134,48201330200,2021-01-26
8122,200,48201330301,2021-01-26
8123,98,48201330302,2021-01-26
8124,101,48201330303,2021-01-26
8125,186,48201330400,2021-01-26
8126,145,48201330500,2021-01-26
8127,184,48201330600,2021-01-26
8128,203,48201330700,2021-01-26
8129,443,48201330800,2021-01-26
8130,308,48201330900,2021-01-26
8131,109,48201331100,2021-01-26
8132,99,48201331200,2021-01-26
8133,114,48201331300,2021-01-26
8134,66,48201331400,2021-01-26
8135,228,48201331500,2021-01-26
8136,223,48201331601,2021-01-26
8137,147,48201331602,2021-01-26
8138,99,48201331700,2021-01-26
8139,113,48201331800,2021-01-26
8140,80,48201331900,2021-01-26
8141,147,48201332000,2021-01-26
8142,79,48201332100,2021-01-26
8143,122,48201332200,2021-01-26
8144,79,48201332300,2021-01-26
8145,130,48201332400,2021-01-26
8146,94,48201332500,2021-01-26
8147,217,48201332600,2021-01-26
8148,82,48201332700,2021-01-26
8149,219,48201332800,2021-01-26
8150,96,48201332900,2021-01-26
8151,83,48201333000,2021-01-26
8152,101,48201333100,2021-01-26
8153,106,48201333201,2021-01-26
8154,165,48201333202,2021-01-26
8155,339,48201333300,2021-01-26
8156,120,48201333500,2021-01-26
8157,120,48201333600,2021-01-26
8158,160,48201333700,2021-01-26
8159,334,48201333800,2021-01-26
8160,501,48201333901,2021-01-26
8161,354,48201333902,2021-01-26
8162,138,48201334001,2021-01-26
8163,58,48201334002,2021-01-26
8164,274,48201334003,2021-01-26
8165,465,48201334100,2021-01-26
8166,330,48201340100,2021-01-26
8167,97,48201340201,2021-01-26
8168,354,48201340202,2021-01-26
8169,295,48201340203,2021-01-26
8170,257,48201340301,2021-01-26
8171,407,48201340302,2021-01-26
8172,32,48201340400,2021-01-26
8173,273,48201340500,2021-01-26
8174,208,48201340600,2021-01-26
8175,347,48201340700,2021-01-26
8176,242,48201340800,2021-01-26
8177,199,48201340900,2021-01-26
8178,323,48201341000,2021-01-26
8179,119,48201341100,2021-01-26
8180,162,48201341201,2021-01-26
8181,196,48201341202,2021-01-26
8182,166,48201341301,2021-01-26
8183,105,48201341302,2021-01-26
8184,300,48201341400,2021-01-26
8185,346,48201341501,2021-01-26
8186,280,48201341502,2021-01-26
8187,336,48201341600,2021-01-26
8188,194,48201341700,2021-01-26
8189,254,48201341800,2021-01-26
8190,654,48201342001,2021-01-26
8191,309,48201342002,2021-01-26
8192,415,48201342100,2021-01-26
8193,238,48201342200,2021-01-26
8194,449,48201342300,2021-01-26
8195,264,48201342400,2021-01-26
8196,495,48201342500,2021-01-26
8197,578,48201342700,2021-01-26
8198,1098,48201342800,2021-01-26
8199,626,48201342900,2021-01-26
8200,637,48201343000,2021-01-26
8201,447,48201343100,2021-01-26
8202,569,48201343200,2021-01-26
8203,517,48201343301,2021-01-26
8204,515,48201343302,2021-01-26
8205,271,48201343600,2021-01-26
8206,194,48201343700,2021-01-26
8207,980,48201350100,2021-01-26
8208,410,48201350200,2021-01-26
8209,319,48201350300,2021-01-26
8210,296,48201350400,2021-01-26
8211,238,48201350500,2021-01-26
8212,210,48201350601,2021-01-26
8213,403,48201350602,2021-01-26
8214,110,48201350700,2021-01-26
8215,235,48201350801,2021-01-26
8216,307,48201350802,2021-01-26
8217,150,48201410100,2021-01-26
8218,112,48201410200,2021-01-26
8219,239,48201410300,2021-01-26
8220,59,48201410401,2021-01-26
8221,39,48201410402,2021-01-26
8222,65,48201410500,2021-01-26
8223,100,48201410600,2021-01-26
8224,48,48201410701,2021-01-26
8225,144,48201410702,2021-01-26
8226,121,48201410800,2021-01-26
8227,92,48201410900,2021-01-26
8228,97,48201411000,2021-01-26
8229,131,48201411100,2021-01-26
8230,67,48201411200,2021-01-26
8231,142,48201411300,2021-01-26
8232,112,48201411400,2021-01-26
8233,217,48201411501,2021-01-26
8234,120,48201411502,2021-01-26
8235,114,48201411600,2021-01-26
8236,71,48201411700,2021-01-26
8237,122,48201411800,2021-01-26
8238,89,48201411900,2021-01-26
8239,125,48201412000,2021-01-26
8240,11,48201412100,2021-01-26
8241,135,48201412200,2021-01-26
8242,299,48201412300,2021-01-26
8243,142,48201412400,2021-01-26
8244,66,48201412500,2021-01-26
8245,134,48201412600,2021-01-26
8246,135,48201412700,2021-01-26
8247,314,48201412800,2021-01-26
8248,133,48201412900,2021-01-26
8249,152,48201413000,2021-01-26
8250,184,48201413100,2021-01-26
8251,63,48201413201,2021-01-26
8252,100,48201413202,2021-01-26
8253,284,48201413300,2021-01-26
8254,64,48201420100,2021-01-26
8255,73,48201420200,2021-01-26
8256,87,48201420300,2021-01-26
8257,82,48201420400,2021-01-26
8258,40,48201420500,2021-01-26
8259,83,48201420600,2021-01-26
8260,94,48201420700,2021-01-26
8261,103,48201420800,2021-01-26
8262,348,48201420900,2021-01-26
8263,109,48201421000,2021-01-26
8264,68,48201421101,2021-01-26
8265,114,48201421102,2021-01-26
8266,43,48201421201,2021-01-26
8267,96,48201421202,2021-01-26
8268,146,48201421300,2021-01-26
8269,100,48201421401,2021-01-26
8270,75,48201421402,2021-01-26
8271,78,48201421403,2021-01-26
8272,161,48201421500,2021-01-26
8273,126,48201421600,2021-01-26
8274,140,48201421700,2021-01-26
8275,173,48201421800,2021-01-26
8276,128,48201421900,2021-01-26
8277,76,48201422000,2021-01-26
8278,91,48201422100,2021-01-26
8279,155,48201422200,2021-01-26
8280,170,48201422301,2021-01-26
8281,83,48201422302,2021-01-26
8282,85,48201422401,2021-01-26
8283,113,48201422402,2021-01-26
8284,132,48201422500,2021-01-26
8285,155,48201422600,2021-01-26
8286,134,48201422701,2021-01-26
8287,97,48201422702,2021-01-26
8288,99,48201422800,2021-01-26
8289,91,48201422900,2021-01-26
8290,181,48201423000,2021-01-26
8291,61,48201423100,2021-01-26
8292,85,48201423201,2021-01-26
8293,151,48201423202,2021-01-26
8294,126,48201423301,2021-01-26
8295,136,48201423302,2021-01-26
8296,104,48201423401,2021-01-26
8297,92,48201423402,2021-01-26
8298,29,48201423500,2021-01-26
8299,224,48201423600,2021-01-26
8300,226,48201430100,2021-01-26
8301,75,48201430200,2021-01-26
8302,423,48201430300,2021-01-26
8303,277,48201430400,2021-01-26
8304,159,48201430500,2021-01-26
8305,326,48201430600,2021-01-26
8306,186,48201430700,2021-01-26
8307,347,48201430800,2021-01-26
8308,471,48201430900,2021-01-26
8309,475,48201431000,2021-01-26
8310,106,48201431101,2021-01-26
8311,106,48201431102,2021-01-26
8312,139,48201431201,2021-01-26
8313,106,48201431202,2021-01-26
8314,135,48201431301,2021-01-26
8315,226,48201431302,2021-01-26
8316,47,48201431401,2021-01-26
8317,84,48201431402,2021-01-26
8318,104,48201431501,2021-01-26
8319,136,48201431502,2021-01-26
8320,148,48201431600,2021-01-26
8321,169,48201431700,2021-01-26
8322,120,48201431801,2021-01-26
8323,115,48201431802,2021-01-26
8324,127,48201431900,2021-01-26
8325,101,48201432001,2021-01-26
8326,129,48201432002,2021-01-26
8327,186,48201432100,2021-01-26
8328,132,48201432200,2021-01-26
8329,232,48201432300,2021-01-26
8330,134,48201432400,2021-01-26
8331,141,48201432500,2021-01-26
8332,56,48201432600,2021-01-26
8333,66,48201432701,2021-01-26
8334,94,48201432702,2021-01-26
8335,172,48201432801,2021-01-26
8336,142,48201432802,2021-01-26
8337,95,48201432901,2021-01-26
8338,95,48201432902,2021-01-26
8339,72,48201433001,2021-01-26
8340,44,48201433002,2021-01-26
8341,91,48201433003,2021-01-26
8342,72,48201433100,2021-01-26
8343,92,48201433201,2021-01-26
8344,143,48201433202,2021-01-26
8345,182,48201433300,2021-01-26
8346,75,48201433400,2021-01-26
8347,144,48201433501,2021-01-26
8348,211,48201433502,2021-01-26
8349,130,48201433600,2021-01-26
8350,150,48201440100,2021-01-26
8351,65,48201450100,2021-01-26
8352,296,48201450200,2021-01-26
8353,276,48201450300,2021-01-26
8354,177,48201450400,2021-01-26
8355,115,48201450500,2021-01-26
8356,225,48201450600,2021-01-26
8357,451,48201450700,2021-01-26
8358,73,48201450801,2021-01-26
8359,350,48201450802,2021-01-26
8360,69,48201450900,2021-01-26
8361,112,48201451001,2021-01-26
8362,163,48201451002,2021-01-26
8363,176,48201451100,2021-01-26
8364,115,48201451200,2021-01-26
8365,212,48201451300,2021-01-26
8366,174,48201451401,2021-01-26
8367,129,48201451402,2021-01-26
8368,194,48201451403,2021-01-26
8369,180,48201451500,2021-01-26
8370,199,48201451601,2021-01-26
8371,372,48201451602,2021-01-26
8372,160,48201451700,2021-01-26
8373,244,48201451800,2021-01-26
8374,234,48201451901,2021-01-26
8375,101,48201451902,2021-01-26
8376,220,48201452000,2021-01-26
8377,295,48201452100,2021-01-26
8378,168,48201452201,2021-01-26
8379,88,48201452202,2021-01-26
8380,74,48201452300,2021-01-26
8381,206,48201452400,2021-01-26
8382,225,48201452500,2021-01-26
8383,214,48201452600,2021-01-26
8384,310,48201452700,2021-01-26
8385,162,48201452801,2021-01-26
8386,133,48201452802,2021-01-26
8387,140,48201452900,2021-01-26
8388,265,48201453000,2021-01-26
8389,92,48201453100,2021-01-26
8390,160,48201453200,2021-01-26
8391,102,48201453300,2021-01-26
8392,56,48201453401,2021-01-26
8393,252,48201453402,2021-01-26
8394,104,48201453403,2021-01-26
8395,184,48201453501,2021-01-26
8396,120,48201453502,2021-01-26
8397,44,48201453601,2021-01-26
8398,185,48201453602,2021-01-26
8399,253,48201453700,2021-01-26
8400,51,48201453800,2021-01-26
8401,296,48201453900,2021-01-26
8402,188,48201454000,2021-01-26
8403,106,48201454100,2021-01-26
8404,146,48201454200,2021-01-26
8405,384,48201454301,2021-01-26
8406,225,48201454302,2021-01-26
8407,100,48201454400,2021-01-26
8408,382,48201454501,2021-01-26
8409,114,48201454502,2021-01-26
8410,255,48201454600,2021-01-26
8411,325,48201454700,2021-01-26
8412,440,48201454800,2021-01-26
8413,531,48201454900,2021-01-26
8414,102,48201455000,2021-01-26
8415,326,48201455101,2021-01-26
8416,162,48201455102,2021-01-26
8417,260,48201455200,2021-01-26
8418,394,48201455300,2021-01-26
8419,37,48201510100,2021-01-26
8420,131,48201510200,2021-01-26
8421,116,48201510300,2021-01-26
8422,85,48201510400,2021-01-26
8423,124,48201510500,2021-01-26
8424,172,48201510600,2021-01-26
8425,75,48201510700,2021-01-26
8426,192,48201510800,2021-01-26
8427,223,48201510900,2021-01-26
8428,113,48201511001,2021-01-26
8429,88,48201511002,2021-01-26
8430,102,48201511100,2021-01-26
8431,88,48201511200,2021-01-26
8432,75,48201511301,2021-01-26
8433,109,48201511302,2021-01-26
8434,40,48201511400,2021-01-26
8435,185,48201511500,2021-01-26
8436,100,48201511600,2021-01-26
8437,98,48201520100,2021-01-26
8438,188,48201520200,2021-01-26
8439,201,48201520300,2021-01-26
8440,130,48201520400,2021-01-26
8441,192,48201520500,2021-01-26
8442,71,48201520601,2021-01-26
8443,185,48201520602,2021-01-26
8444,204,48201520700,2021-01-26
8445,80,48201521000,2021-01-26
8446,46,48201521100,2021-01-26
8447,189,48201521200,2021-01-26
8448,313,48201521300,2021-01-26
8449,229,48201521400,2021-01-26
8450,154,48201521500,2021-01-26
8451,112,48201521600,2021-01-26
8452,299,48201521700,2021-01-26
8453,230,48201521800,2021-01-26
8454,279,48201521900,2021-01-26
8455,143,48201522000,2021-01-26
8456,244,48201522100,2021-01-26
8457,135,48201522201,2021-01-26
8458,144,48201522202,2021-01-26
8459,95,48201522301,2021-01-26
8460,71,48201522302,2021-01-26
8461,189,48201522401,2021-01-26
8462,140,48201522402,2021-01-26
8463,338,48201522500,2021-01-26
8464,130,48201530100,2021-01-26
8465,152,48201530200,2021-01-26
8466,72,48201530300,2021-01-26
8467,83,48201530400,2021-01-26
8468,165,48201530500,2021-01-26
8469,83,48201530600,2021-01-26
8470,135,48201530700,2021-01-26
8471,145,48201530800,2021-01-26
8472,121,48201530900,2021-01-26
8473,123,48201531000,2021-01-26
8474,82,48201531100,2021-01-26
8475,93,48201531200,2021-01-26
8476,171,48201531300,2021-01-26
8477,225,48201531400,2021-01-26
8478,136,48201531500,2021-01-26
8479,105,48201531600,2021-01-26
8480,197,48201531700,2021-01-26
8481,174,48201531800,2021-01-26
8482,165,48201531900,2021-01-26
8483,237,48201532001,2021-01-26
8484,51,48201532002,2021-01-26
8485,196,48201532100,2021-01-26
8486,122,48201532200,2021-01-26
8487,225,48201532300,2021-01-26
8488,283,48201532400,2021-01-26
8489,486,48201532501,2021-01-26
8490,203,48201532502,2021-01-26
8491,222,48201532600,2021-01-26
8492,148,48201532700,2021-01-26
8493,59,48201532800,2021-01-26
8494,194,48201532900,2021-01-26
8495,103,48201533000,2021-01-26
8496,273,48201533100,2021-01-26
8497,136,48201533200,2021-01-26
8498,179,48201533300,2021-01-26
8499,331,48201533400,2021-01-26
8500,123,48201533500,2021-01-26
8501,215,48201533600,2021-01-26
8502,463,48201533701,2021-01-26
8503,124,48201533702,2021-01-26
8504,497,48201533801,2021-01-26
8505,258,48201533802,2021-01-26
8506,326,48201533901,2021-01-26
8507,123,48201533902,2021-01-26
8508,112,48201534001,2021-01-26
8509,209,48201534002,2021-01-26
8510,117,48201534003,2021-01-26
8511,339,48201534100,2021-01-26
8512,155,48201534201,2021-01-26
8513,405,48201534202,2021-01-26
8514,98,48201534203,2021-01-26
8515,578,48201540100,2021-01-26
8516,115,48201540200,2021-01-26
8517,209,48201540501,2021-01-26
8518,219,48201540502,2021-01-26
8519,201,48201540601,2021-01-26
8520,314,48201540602,2021-01-26
8521,284,48201540700,2021-01-26
8522,423,48201540800,2021-01-26
8523,150,48201540901,2021-01-26
8524,359,48201540902,2021-01-26
8525,517,48201541001,2021-01-26
8526,675,48201541002,2021-01-26
8527,1167,48201541003,2021-01-26
8528,470,48201541100,2021-01-26
8529,482,48201541201,2021-01-26
8530,546,48201541202,2021-01-26
8531,140,48201541203,2021-01-26
8532,566,48201541300,2021-01-26
8533,693,48201541400,2021-01-26
8534,267,48201541500,2021-01-26
8535,342,48201541601,2021-01-26
8536,786,48201541602,2021-01-26
8537,531,48201541700,2021-01-26
8538,338,48201541800,2021-01-26
8539,293,48201541900,2021-01-26
8540,657,48201542000,2021-01-26
8541,1393,48201542101,2021-01-26
8542,850,48201542102,2021-01-26
8543,1513,48201542200,2021-01-26
8544,748,48201542301,2021-01-26
8545,366,48201542302,2021-01-26
8546,424,48201542400,2021-01-26
8547,112,48201542500,2021-01-26
8548,314,48201542600,2021-01-26
8549,212,48201542700,2021-01-26
8550,424,48201542800,2021-01-26
8551,1752,48201542900,2021-01-26
8552,1491,48201543001,2021-01-26
8553,1989,48201543002,2021-01-26
8554,1088,48201543003,2021-01-26
8555,158,48201543100,2021-01-26
8556,451,48201543200,2021-01-26
8557,136,48201550100,2021-01-26
8558,118,48201550200,2021-01-26
8559,196,48201550301,2021-01-26
8560,480,48201550302,2021-01-26
8561,488,48201550401,2021-01-26
8562,345,48201550402,2021-01-26
8563,238,48201550500,2021-01-26
8564,259,48201550601,2021-01-26
8565,96,48201550602,2021-01-26
8566,207,48201550603,2021-01-26
8567,153,48201550700,2021-01-26
8568,162,48201550800,2021-01-26
8569,423,48201550900,2021-01-26
8570,131,48201551000,2021-01-26
8571,480,48201551100,2021-01-26
8572,255,48201551200,2021-01-26
8573,177,48201551300,2021-01-26
8574,247,48201551400,2021-01-26
8575,416,48201551500,2021-01-26
8576,354,48201551600,2021-01-26
8577,397,48201551701,2021-01-26
8578,197,48201551702,2021-01-26
8579,367,48201551703,2021-01-26
8580,246,48201551800,2021-01-26
8581,234,48201551900,2021-01-26
8582,294,48201552001,2021-01-26
8583,78,48201552002,2021-01-26
8584,297,48201552101,2021-01-26
8585,379,48201552102,2021-01-26
8586,200,48201552103,2021-01-26
8587,446,48201552200,2021-01-26
8588,334,48201552301,2021-01-26
8589,246,48201552302,2021-01-26
8590,374,48201552400,2021-01-26
8591,563,48201552500,2021-01-26
8592,290,48201552601,2021-01-26
8593,349,48201552602,2021-01-26
8594,454,48201552700,2021-01-26
8595,462,48201552800,2021-01-26
8596,414,48201552900,2021-01-26
8597,278,48201553001,2021-01-26
8598,183,48201553002,2021-01-26
8599,346,48201553100,2021-01-26
8600,266,48201553200,2021-01-26
8601,143,48201553300,2021-01-26
8602,248,48201553401,2021-01-26
8603,515,48201553402,2021-01-26
8604,587,48201553403,2021-01-26
8605,418,48201553500,2021-01-26
8606,392,48201553600,2021-01-26
8607,271,48201553700,2021-01-26
8608,235,48201553801,2021-01-26
8609,657,48201553802,2021-01-26
8610,529,48201553900,2021-01-26
8611,173,48201554001,2021-01-26
8612,281,48201554002,2021-01-26
8613,73,48201554101,2021-01-26
8614,540,48201554102,2021-01-26
8615,449,48201554200,2021-01-26
8616,503,48201554301,2021-01-26
8617,329,48201554302,2021-01-26
8618,1106,48201554401,2021-01-26
8619,1093,48201554402,2021-01-26
8620,1178,48201554403,2021-01-26
8621,593,48201554501,2021-01-26
8622,513,48201554502,2021-01-26
8623,359,48201554600,2021-01-26
8624,538,48201554700,2021-01-26
8625,1282,48201554801,2021-01-26
8626,1863,48201554802,2021-01-26
8627,786,48201554901,2021-01-26
8628,480,48201554902,2021-01-26
8629,1174,48201554903,2021-01-26
8630,406,48201555000,2021-01-26
8631,756,48201555100,2021-01-26
8632,552,48201555200,2021-01-26
8633,275,48201555301,2021-01-26
8634,912,48201555302,2021-01-26
8635,743,48201555303,2021-01-26
8636,279,48201555401,2021-01-26
8637,536,48201555402,2021-01-26
8638,448,48201555501,2021-01-26
8639,2183,48201555502,2021-01-26
8640,598,48201555600,2021-01-26
8641,891,48201555701,2021-01-26
8642,1358,48201555702,2021-01-26
8643,648,48201556000,2021-01-26
8644,9,48201980000,2021-01-26
8645,32,48201980100,2021-01-26
8646,253,48201100000,2021-01-27
8647,25,48201210100,2021-01-27
8648,1234,48201210400,2021-01-27
8649,202,48201210500,2021-01-27
8650,209,48201210600,2021-01-27
8651,106,48201210700,2021-01-27
8652,107,48201210800,2021-01-27
8653,50,48201210900,2021-01-27
8654,893,48201211000,2021-01-27
8655,200,48201211100,2021-01-27
8656,126,48201211200,2021-01-27
8657,153,48201211300,2021-01-27
8658,150,48201211400,2021-01-27
8659,297,48201211500,2021-01-27
8660,94,48201211600,2021-01-27
8661,139,48201211700,2021-01-27
8662,238,48201211900,2021-01-27
8663,144,48201212300,2021-01-27
8664,141,48201212400,2021-01-27
8665,161,48201212500,2021-01-27
8666,68,48201220100,2021-01-27
8667,126,48201220200,2021-01-27
8668,149,48201220300,2021-01-27
8669,225,48201220400,2021-01-27
8670,360,48201220500,2021-01-27
8671,118,48201220600,2021-01-27
8672,306,48201220700,2021-01-27
8673,114,48201220800,2021-01-27
8674,77,48201220900,2021-01-27
8675,300,48201221000,2021-01-27
8676,181,48201221100,2021-01-27
8677,288,48201221200,2021-01-27
8678,390,48201221300,2021-01-27
8679,245,48201221400,2021-01-27
8680,625,48201221500,2021-01-27
8681,364,48201221600,2021-01-27
8682,316,48201221700,2021-01-27
8683,162,48201221800,2021-01-27
8684,254,48201221900,2021-01-27
8685,105,48201222000,2021-01-27
8686,293,48201222100,2021-01-27
8687,189,48201222200,2021-01-27
8688,246,48201222300,2021-01-27
8689,133,48201222401,2021-01-27
8690,289,48201222402,2021-01-27
8691,85,48201222501,2021-01-27
8692,199,48201222502,2021-01-27
8693,206,48201222503,2021-01-27
8694,228,48201222600,2021-01-27
8695,291,48201222700,2021-01-27
8696,149,48201222800,2021-01-27
8697,343,48201222900,2021-01-27
8698,133,48201223001,2021-01-27
8699,524,48201223002,2021-01-27
8700,168,48201223100,2021-01-27
8701,99,48201230100,2021-01-27
8702,256,48201230200,2021-01-27
8703,100,48201230300,2021-01-27
8704,133,48201230400,2021-01-27
8705,250,48201230500,2021-01-27
8706,118,48201230600,2021-01-27
8707,129,48201230700,2021-01-27
8708,104,48201230800,2021-01-27
8709,362,48201230900,2021-01-27
8710,186,48201231000,2021-01-27
8711,359,48201231100,2021-01-27
8712,348,48201231200,2021-01-27
8713,223,48201231300,2021-01-27
8714,167,48201231400,2021-01-27
8715,128,48201231500,2021-01-27
8716,231,48201231600,2021-01-27
8717,154,48201231700,2021-01-27
8718,146,48201231800,2021-01-27
8719,210,48201231900,2021-01-27
8720,218,48201232000,2021-01-27
